ticker,holding_name,weight_pct,sector,region,market_value,shares
RKLB,Rocket Lab Corp,0.0686,Industrials,US,"US$50,113,977.00","349,275"
ORLY,O'Reilly Automotive Inc,0.0682,Consumer Discretionary,US,"US$49,863,472.80","573,935"
CL,Colgate-Palmolive Co,0.0682,Consumer Staples,US,"US$49,860,817.30","553,210"
VLO,Valero Energy Corp,0.0681,Energy,US,"US$49,805,446.34","203,437"
CI,Cigna Group/The,0.068,Health Care,US,"US$49,729,775.40","179,271"
ABX,Barrick Mining Corp,0.0672,Basic Materials,CA,"US$49,124,280.35","1,148,916"
HOOD,Robinhood Markets Inc,0.0671,Financials,US,"US$49,070,891.00","520,370"
SHW,Sherwin-Williams Co/The,0.0671,Industrials,US,"US$49,024,280.16","161,349"
402340,SK Square Co Ltd,0.0669,Technology,KR,"US$48,893,727.27","59,759"
RCL,Royal Caribbean Cruises Ltd,0.0669,Consumer Discretionary,US,"US$48,887,479.54","171,758"
BSX,Boston Scientific Corp,0.0667,Health Care,US,"US$48,777,737.42","1,009,682"
DG,Vinci SA,0.0667,Industrials,FR,"US$48,751,032.07","334,078"
CS,AXA SA,0.0662,Financials,FR,"US$48,427,788.22","1,044,537"
MCO,Moody's Corp,0.0659,Financials,US,"US$48,171,863.25","106,281"
TDG,TransDigm Group Inc,0.0656,Industrials,US,"US$47,945,766.96","38,103"
285A,Kioxia Holdings Corp,0.0654,Technology,JP,"US$47,777,341.54","115,500"
ITW,Illinois Tool Works Inc,0.0651,Industrials,US,"US$47,602,636.40","192,505"
PSX,Phillips 66,0.0648,Energy,US,"US$47,376,267.96","269,367"
ICICIBC,ICICI Bank Ltd,0.0644,Financials,IN,"US$47,070,364.74","3,559,125"
1398,Industrial & Commercial Bank of China Ltd,0.0641,Financials,HK,"US$46,864,807.21","55,316,000"
RHM,Rheinmetall AG,0.0637,Industrials,DE,"US$46,587,075.62","30,866"
ITX,Industria de Diseno Textil SA,0.0636,Consumer Discretionary,ES,"US$46,459,244.65","746,952"
MUV2,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,0.0631,Financials,DE,"US$46,142,334.88","87,422"
AEP,American Electric Power Co Inc,0.0631,Utilities,US,"US$46,126,120.48","364,144"
TRP,TC Energy Corp,0.063,Energy,CA,"US$46,071,102.51","690,891"
MSI,Motorola Solutions Inc,0.063,Telecommunications,US,"US$46,069,094.08","114,236"
NSC,Norfolk Southern Corp,0.0629,Industrials,US,"US$45,957,472.00","150,700"
F,Ford Motor Co,0.0628,Consumer Discretionary,US,"US$45,898,330.40","2,631,785"
DLR,Digital Realty Trust Inc,0.0621,Real Estate,US,"US$45,358,890.00","238,731"
CNR,Canadian National Railway Co,0.062,Industrials,CA,"US$45,354,596.02","382,715"
TEL,TE Connectivity PLC,0.0613,Technology,US,"US$44,773,844.82","209,802"
MFC,Manulife Financial Corp,0.061,Financials,CA,"US$44,554,792.55","1,163,976"
NWG,NatWest Group PLC,0.0609,Financials,GB,"US$44,547,579.18","5,513,579"
AON,Aon PLC,0.0607,Financials,US,"US$44,385,253.98","140,433"
WES,Wesfarmers Ltd,0.0602,Consumer Discretionary,AU,"US$44,024,072.81","766,851"
FIX,Comfort Systems USA Inc,0.0598,Industrials,US,"US$43,734,439.62","23,922"
005380,Hyundai Motor Co,0.0598,Consumer Discretionary,KR,"US$43,721,110.15","91,131"
KKR,KKR & Co Inc,0.0598,Financials,US,"US$43,688,869.38","455,377"
SPG,Simon Property Group Inc,0.0596,Real Estate,US,"US$43,575,136.05","212,655"
COHR,Coherent Corp,0.0594,Technology,US,"US$43,386,521.16","120,028"
PDD,PDD Holdings Inc,0.0592,Technology,US,"US$43,252,701.20","512,230"
WBD,Warner Bros Discovery Inc,0.0591,Consumer Discretionary,US,"US$43,230,585.40","1,600,540"
ECL,Ecolab Inc,0.059,Basic Materials,US,"US$43,117,568.00","168,428"
388,Hong Kong Exchanges & Clearing Ltd,0.0589,Financials,HK,"US$43,023,364.89","843,400"
RMS,Hermes International SCA,0.0586,Consumer Discretionary,FR,"US$42,805,662.43","22,643"
1810,Xiaomi Corp,0.0584,Telecommunications,HK,"US$42,692,182.61","11,932,800"
TRV,Travelers Cos Inc/The,0.0582,Financials,US,"US$42,521,951.42","145,678"
BKR,Baker Hughes Co,0.0581,Energy,US,"US$42,494,956.28","665,231"
REGN,Regeneron Pharmaceuticals Inc,0.058,Health Care,US,"US$42,376,170.62","68,929"
URI,United Rentals Inc,0.0579,Industrials,US,"US$42,296,061.60","42,480"
WPM,Wheaton Precious Metals Corp,0.0578,Basic Materials,CA,"US$42,264,717.33","314,101"
APD,Air Products and Chemicals Inc,0.0578,Basic Materials,US,"US$42,225,418.24","151,552"
HCA,HCA Healthcare Inc,0.0577,Health Care,US,"US$42,192,068.40","111,460"
KEYS,Keysight Technologies Inc,0.0575,Industrials,US,"US$42,043,254.11","124,267"
3711,ASE Technology Holding Co Ltd,0.0569,Technology,TW,"US$41,570,372.09","2,131,281"
MNST,Monster Beverage Corp,0.0566,Consumer Staples,US,"US$41,396,543.04","469,988"
TER,Teradyne Inc,0.0563,Technology,US,"US$41,186,077.92","110,032"
OCBC,Oversea-Chinese Banking Corp Ltd,0.0562,Financials,SG,"US$41,109,635.94","2,240,563"
LSEG,London Stock Exchange Group PLC,0.056,Financials,GB,"US$40,915,886.03","336,446"
5802,Sumitomo Electric Industries Ltd,0.0555,Consumer Discretionary,JP,"US$40,555,970.85","513,000"
LHX,L3Harris Technologies Inc,0.0554,Industrials,US,"US$40,524,268.50","128,575"
REL,RELX PLC,0.0552,Technology,GB,"US$40,319,847.34","1,220,897"
DASH,DoorDash Inc,0.0551,Technology,US,"US$40,257,839.57","252,733"
KMI,Kinder Morgan Inc,0.055,Energy,US,"US$40,212,018.84","1,293,823"
TFC,Truist Financial Corp,0.0548,Financials,US,"US$40,069,355.82","831,142"
BHARTI,Bharti Airtel Ltd,0.0547,Telecommunications,IN,"US$39,995,590.12","2,077,409"
MQG,Macquarie Group Ltd,0.0545,Financials,AU,"US$39,821,090.22","232,008"
NDA,Nordea Bank Abp,0.0544,Financials,FI,"US$39,735,525.87","2,067,441"
EL,EssilorLuxottica SA,0.0542,Health Care,FR,"US$39,628,405.09","193,885"
2303,United Microelectronics Corp,0.0532,Technology,TW,"US$38,890,983.38","8,431,000"
PCAR,PACCAR Inc,0.0532,Industrials,US,"US$38,856,089.61","352,053"
VALE3,Vale SA,0.0529,Basic Materials,BR,"US$38,693,012.14","2,363,161"
CTAS,Cintas Corp,0.0529,Industrials,US,"US$38,684,722.58","225,883"
TGT,Target Corp,0.0529,Consumer Discretionary,US,"US$38,680,870.42","304,406"
SRE,Sempra,0.0528,Utilities,US,"US$38,609,422.53","433,181"
DBK,Deutsche Bank AG,0.0527,Financials,DE,"US$38,554,413.24","1,185,880"
D,Dominion Energy Inc,0.0524,Utilities,US,"US$38,328,505.20","572,580"
ABNB,Airbnb Inc,0.0524,Consumer Discretionary,US,"US$38,291,564.47","287,237"
GLE,Societe Generale SA,0.0523,Financials,FR,"US$38,231,097.56","457,372"
AAL,Anglo American PLC,0.0522,Basic Materials,GB,"US$38,176,448.20","710,177"
AI,Air Liquide SA,0.0521,Basic Materials,FR,"US$38,113,268.24","183,404"
PRX,Prosus NV,0.0518,Technology,NL,"US$37,873,955.98","831,766"
DHL,Deutsche Post AG,0.0517,Industrials,DE,"US$37,769,118.45","632,142"
NUE,Nucor Corp,0.0516,Basic Materials,US,"US$37,736,250.00","150,945"
APO,Apollo Global Management Inc,0.0516,Financials,US,"US$37,731,722.63","293,153"
HPE,Hewlett Packard Enterprise Co,0.0516,Technology,US,"US$37,721,719.36","876,434"
VST,Vistra Corp,0.0516,Utilities,US,"US$37,711,572.57","235,359"
FLEX,Flex Ltd,0.0512,Technology,US,"US$37,462,648.02","248,459"
O,Realty Income Corp,0.0512,Real Estate,US,"US$37,460,831.68","611,306"
TRGP,Targa Resources Corp,0.0508,Energy,US,"US$37,144,313.68","145,624"
CPG,Compass Group PLC,0.0508,Consumer Discretionary,GB,"US$37,143,160.30","1,154,590"
GWW,WW Grainger Inc,0.0501,Industrials,US,"US$36,603,855.68","29,657"
BAS,BASF SE,0.05,Basic Materials,DE,"US$36,518,699.43","615,784"
ALL,Allstate Corp/The,0.0499,Financials,US,"US$36,444,749.51","176,839"
NKE,NIKE Inc,0.0496,Consumer Discretionary,US,"US$36,276,542.31","784,697"
CTVA,Corteva Inc,0.0494,Consumer Staples,US,"US$36,115,260.80","461,360"
DB1,Deutsche Boerse AG,0.0494,Financials,DE,"US$36,082,718.42","124,881"
VOLVB,Volvo AB,0.049,Industrials,SE,"US$35,821,939.08","1,016,138"
AME,AMETEK Inc,0.0488,Industrials,US,"US$35,693,334.00","158,040"
6752,Panasonic Holdings Corp,0.0487,Consumer Discretionary,JP,"US$35,612,412.84","1,532,200"
DVN,Devon Energy Corp,0.0485,Energy,US,"US$35,429,166.60","796,340"
3690,Meituan,0.0481,Technology,HK,"US$35,172,694.69","3,753,063"
AFL,Aflac Inc,0.0481,Financials,US,"US$35,149,911.72","312,666"
ROK,Rockwell Automation Inc,0.0481,Industrials,US,"US$35,124,944.32","77,872"
ARGX,Argenx SE,0.0479,Health Care,BE,"US$35,047,027.91","41,969"
CARR,Carrier Global Corp,0.0479,Industrials,US,"US$35,028,351.84","548,432"
FAST,Fastenal Co,0.0476,Basic Materials,US,"US$34,769,930.00","786,650"
OKE,ONEOK Inc,0.0475,Energy,US,"US$34,745,116.32","413,928"
7741,Hoya Corp,0.0473,Health Care,JP,"US$34,583,604.50","203,300"
4502,Takeda Pharmaceutical Co Ltd,0.0472,Health Care,JP,"US$34,484,369.62","1,072,600"
ON,ON Semiconductor Corp,0.0472,Technology,US,"US$34,485,619.86","285,903"
ENI,Eni SpA,0.0471,Energy,IT,"US$34,431,931.42","1,309,628"
AJG,Arthur J Gallagher & Co,0.047,Financials,US,"US$34,330,884.77","170,707"
MSTR,Strategy Inc,0.0468,Technology,US,"US$34,190,190.99","214,911"
2318,Ping An Insurance Group Co of China Ltd,0.0468,Financials,HK,"US$34,191,584.58","4,462,500"
EA,Electronic Arts Inc,0.0467,Consumer Discretionary,US,"US$34,151,801.16","169,303"
STAN,Standard Chartered PLC,0.0467,Financials,GB,"US$34,129,611.41","1,270,110"
MCHP,Microchip Technology Inc,0.0466,Technology,US,"US$34,098,230.40","360,256"
6762,TDK Corp,0.0466,Industrials,JP,"US$34,040,221.12","1,319,100"
PRY,Prysmian SpA,0.0463,Industrials,IT,"US$33,865,565.27","196,085"
EBAY,eBay Inc,0.0463,Consumer Discretionary,US,"US$33,848,130.82","309,766"
ASM,ASM International NV,0.0463,Technology,NL,"US$33,847,202.15","32,285"
RJHI,Al Rajhi Bank,0.0461,Financials,SA,"US$33,734,445.82","1,900,779"
AZO,AutoZone Inc,0.0461,Consumer Discretionary,US,"US$33,663,694.11","11,469"
3988,Bank of China Ltd,0.0459,Financials,HK,"US$33,515,933.86","50,418,000"
EW,Edwards Lifesciences Corp,0.0458,Health Care,US,"US$33,442,445.44","386,752"
ETR,Entergy Corp,0.0456,Utilities,US,"US$33,334,185.90","305,678"
CABK,CaixaBank SA,0.0455,Financials,ES,"US$33,263,075.53","2,457,266"
CVNA,Carvana Co,0.0453,Consumer Discretionary,US,"US$33,131,634.00","453,858"
COR,Cencora Inc,0.0452,Consumer Staples,US,"US$33,017,340.72","122,577"
ADSK,Autodesk Inc,0.0451,Technology,US,"US$32,994,983.64","142,644"
5803,Fujikura Ltd,0.045,Industrials,JP,"US$32,895,593.94","1,097,600"
8002,Marubeni Corp,0.0449,Industrials,JP,"US$32,845,874.74","1,006,300"
CCO,Cameco Corp,0.0448,Energy,CA,"US$32,730,760.78","291,061"
DSV,DSV A/S,0.0447,Industrials,DK,"US$32,653,928.45","129,932"
HOLN,Holcim AG,0.0447,Industrials,CH,"US$32,642,336.93","329,438"
LNG,Cheniere Energy Inc,0.0444,Energy,US,"US$32,461,689.04","144,364"
RIO,Rio Tinto Ltd,0.0444,Basic Materials,AU,"US$32,451,261.42","242,970"
ANG,Anglogold Ashanti Plc,0.0443,Basic Materials,ZA,"US$32,393,764.91","336,239"
PSA,Public Storage,0.0441,Real Estate,US,"US$32,242,767.30","106,170"
9433,KDDI Corp,0.0439,Telecommunications,JP,"US$32,120,907.09","1,867,200"
XEL,Xcel Energy Inc,0.0439,Utilities,US,"US$32,060,044.50","403,271"
STMMI,STMicroelectronics NV,0.0438,Technology,IT,"US$31,997,152.85","465,131"
EXC,Exelon Corp,0.0436,Utilities,US,"US$31,853,890.32","697,938"
DGE,Diageo PLC,0.0435,Consumer Staples,GB,"US$31,788,589.63","1,535,846"
CAH,Cardinal Health Inc,0.0435,Health Care,US,"US$31,763,520.00","161,400"
9999,NetEase Inc,0.0432,Consumer Discretionary,HK,"US$31,606,025.12","1,276,193"
EOAN,E.ON SE,0.0431,Utilities,DE,"US$31,482,089.31","1,482,313"
MBG,Mercedes-Benz Group AG,0.0429,Consumer Discretionary,DE,"US$31,360,417.00","514,923"
7974,Nintendo Co Ltd,0.0426,Consumer Discretionary,JP,"US$31,130,777.06","693,300"
MET,MetLife Inc,0.0426,Financials,US,"US$31,105,745.37","376,173"
WAB,Westinghouse Air Brake Technologies Corp,0.0425,Industrials,US,"US$31,081,173.92","119,012"
ALAB,Astera Labs Inc,0.0425,Technology,US,"US$31,087,238.05","90,673"
IDXX,IDEXX Laboratories Inc,0.0425,Health Care,US,"US$31,067,408.90","55,130"
6954,FANUC Corp,0.0424,Industrials,JP,"US$31,014,732.08","625,600"
MSCI,MSCI Inc,0.0423,Financials,US,"US$30,895,948.92","48,934"
INVEA,Investor AB,0.0421,Financials,SE,"US$30,807,056.29","757,925"
GMG,Goodman Group,0.0421,Real Estate,AU,"US$30,783,986.13","1,350,971"
6723,Renesas Electronics Corp,0.0421,Technology,JP,"US$30,743,771.59","1,087,578"
LONN,Lonza Group AG,0.042,Health Care,CH,"US$30,669,553.47","47,889"
LR,Legrand SA,0.0419,Industrials,FR,"US$30,633,935.47","177,794"
OR,L'Oreal SA,0.0417,Consumer Discretionary,FR,"US$30,476,869.14","68,270"
8591,ORIX Corp,0.0416,Financials,JP,"US$30,411,202.97","776,200"
ORA,Orange SA,0.0414,Telecommunications,FR,"US$30,282,989.24","1,446,922"
FITB,Fifth Third Bancorp,0.0413,Financials,US,"US$30,231,716.26","605,482"
BN,Danone SA,0.0413,Consumer Staples,FR,"US$30,174,067.96","424,306"
INVEB,Investor AB,0.0411,Financials,SE,"US$30,077,899.49","729,394"
SREN,Swiss Re AG,0.041,Financials,CH,"US$30,001,712.68","199,166"
FNV,Franco-Nevada Corp,0.0409,Basic Materials,CA,"US$29,883,128.74","128,900"
NU,NU Holdings Ltd/Cayman Islands,0.0409,Financials,US,"US$29,871,577.19","2,275,063"
RWE,RWE AG,0.0408,Utilities,DE,"US$29,856,906.50","468,941"
CLS,Celestica Inc,0.0408,Technology,CA,"US$29,829,678.01","77,094"
STT,State Street Corp,0.0406,Financials,US,"US$29,685,528.48","190,732"
ITUB4,Itau Unibanco Holding SA,0.0405,Financials,BR,"US$29,633,922.06","3,743,614"
8053,Sumitomo Corp,0.0405,Industrials,JP,"US$29,637,511.15","664,600"
INFO,Infosys Ltd,0.0403,Technology,IN,"US$29,444,823.20","2,409,560"
2914,Japan Tobacco Inc,0.04,Consumer Staples,JP,"US$29,267,972.23","755,500"
2383,Elite Material Co Ltd,0.04,Technology,TW,"US$29,256,675.87","179,000"
ATD,Alimentation Couche-Tard Inc,0.0399,Consumer Discretionary,CA,"US$29,164,689.33","515,802"
SGO,Cie de Saint-Gobain SA,0.0398,Industrials,FR,"US$29,126,900.09","318,935"
BAYN,Bayer AG,0.0398,Health Care,DE,"US$29,085,891.30","682,308"
ATCOB,Atlas Copco AB,0.0396,Industrials,SE,"US$28,952,699.32","1,702,723"
G,Generali,0.0395,Financials,IT,"US$28,887,176.52","639,484"
SAND,Sandvik AB,0.0395,Industrials,SE,"US$28,878,680.53","708,218"
1211,BYD Co Ltd,0.0394,Consumer Discretionary,HK,"US$28,828,102.56","2,474,670"
FERG,Ferguson Enterprises Inc,0.0394,Industrials,US,"US$28,809,141.27","127,491"
ODFL,Old Dominion Freight Line Inc,0.0392,Industrials,US,"US$28,663,396.20","127,308"
ARAMCO,Saudi Arabian Oil Co,0.0391,Energy,SA,"US$28,593,343.92","3,845,856"
FANG,Diamondback Energy Inc,0.039,Energy,US,"US$28,534,349.60","149,020"
BDX,Becton Dickinson & Co,0.0389,Health Care,US,"US$28,405,341.12","193,076"
AMP,Ameriprise Financial Inc,0.0386,Financials,US,"US$28,254,002.61","63,391"
CMG,Chipotle Mexican Grill Inc,0.0386,Consumer Discretionary,US,"US$28,196,291.16","885,006"
OXY,Occidental Petroleum Corp,0.0385,Energy,US,"US$28,163,005.08","497,316"
NDAQ,Nasdaq Inc,0.0385,Financials,US,"US$28,121,454.00","303,950"
YUM,Yum! Brands Inc,0.0383,Consumer Discretionary,US,"US$27,974,829.85","189,083"
AIG,American International Group Inc,0.0382,Financials,US,"US$27,941,285.45","376,415"
WDS,Woodside Energy Group Ltd,0.0381,Energy,AU,"US$27,848,885.11","1,262,423"
COIN,Coinbase Global Inc,0.0381,Financials,US,"US$27,817,654.80","147,160"
TTWO,Take-Two Interactive Software Inc,0.0379,Consumer Discretionary,US,"US$27,719,625.60","123,660"
CSU,Constellation Software Inc/Canada,0.0379,Technology,CA,"US$27,710,885.33","13,523"
NPN,Naspers Ltd,0.0378,Technology,ZA,"US$27,641,253.31","525,334"
VTR,Ventas Inc,0.0376,Real Estate,US,"US$27,514,841.76","325,928"
RKT,Reckitt Benckiser Group PLC,0.0376,Consumer Staples,GB,"US$27,471,776.91","443,921"
KDP,Keurig Dr Pepper Inc,0.0373,Consumer Staples,US,"US$27,258,291.06","907,702"
SLF,Sun Life Financial Inc,0.0368,Financials,CA,"US$26,894,478.60","373,925"
GALD,Galderma Group AG,0.0367,Health Care,CH,"US$26,817,459.59","125,811"
9434,SoftBank Corp,0.0367,Telecommunications,JP,"US$26,813,810.13","19,825,780"
HLN,Haleon PLC,0.0365,Health Care,GB,"US$26,700,824.07","5,883,121"
LUMI,Bank Leumi Le-Israel BM,0.0365,Financials,IL,"US$26,677,162.04","1,045,841"
RSG,Republic Services Inc,0.0365,Utilities,US,"US$26,658,720.44","133,001"
ED,Consolidated Edison Inc,0.0363,Utilities,US,"US$26,536,157.34","251,218"
RACE,Ferrari NV,0.0362,Consumer Discretionary,IT,"US$26,485,624.22","76,885"
DHI,DR Horton Inc,0.0362,Consumer Discretionary,US,"US$26,466,492.06","179,934"
IBKR,Interactive Brokers Group Inc,0.036,Financials,US,"US$26,281,812.18","302,194"
EME,EMCOR Group Inc,0.0359,Industrials,US,"US$26,271,378.68","31,774"
CCI,Crown Castle Inc,0.0359,Real Estate,US,"US$26,262,421.50","287,021"
PEG,Public Service Enterprise Group Inc,0.0359,Utilities,US,"US$26,243,302.80","333,672"
CVE,Cenovus Energy Inc,0.0359,Energy,CA,"US$26,210,272.98","948,659"
A,Agilent Technologies Inc,0.0358,Health Care,US,"US$26,183,989.41","193,197"
ADM,Archer-Daniels-Midland Co,0.0356,Consumer Staples,US,"US$26,001,179.58","325,911"
PETR3,Petroleo Brasileiro SA,0.0355,Energy,BR,"US$25,957,691.85","2,809,741"
WCN,Waste Connections Inc,0.0354,Utilities,CA,"US$25,874,655.76","173,246"
TSCO,Tesco PLC,0.0353,Consumer Staples,GB,"US$25,788,057.39","4,447,075"
GRMN,Garmin Ltd,0.0352,Consumer Discretionary,US,"US$25,768,627.20","110,160"
SSE,SSE PLC,0.0352,Utilities,GB,"US$25,737,334.78","819,120"
2891,CTBC Financial Holding Co Ltd,0.035,Financials,TW,"US$25,571,061.66","13,240,104"
GMEXICOB,Grupo Mexico SAB de CV,0.0349,Basic Materials,MX,"US$25,539,421.08","2,057,600"
2327,Yageo Corp,0.0349,Technology,TW,"US$25,501,668.86","1,082,456"
WAT,Waters Corp,0.0349,Health Care,US,"US$25,488,610.07","66,451"
KR,Kroger Co/The,0.0348,Consumer Staples,US,"US$25,429,977.65","409,171"
ALNY,Alnylam Pharmaceuticals Inc,0.0347,Health Care,US,"US$25,385,344.74","84,063"
AD,Koninklijke Ahold Delhaize NV,0.0347,Consumer Staples,NL,"US$25,333,463.57","600,197"
9888,Baidu Inc,0.0346,Technology,HK,"US$25,304,368.80","1,525,542"
K,Kinross Gold Corp,0.0346,Basic Materials,CA,"US$25,277,029.63","831,432"
ERICB,Telefonaktiebolaget LM Ericsson,0.0345,Telecommunications,SE,"US$25,200,988.21","1,937,444"
CBRE,CBRE Group Inc,0.0345,Real Estate,US,"US$25,192,809.12","201,478"
IRM,Iron Mountain Inc,0.0345,Real Estate,US,"US$25,184,837.25","196,373"
STLD,Steel Dynamics Inc,0.0343,Basic Materials,US,"US$25,060,769.80","96,332"
8750,Daiichi Life Group Inc,0.0343,Financials,JP,"US$25,050,254.41","2,437,500"
VMC,Vulcan Materials Co,0.0342,Industrials,US,"US$25,018,898.52","88,431"
TEVA,Teva Pharmaceutical Industries Ltd,0.0341,Health Care,IL,"US$24,933,779.74","710,372"
6301,Komatsu Ltd,0.034,Industrials,JP,"US$24,876,007.92","602,100"
PRU,Prudential PLC,0.034,Financials,GB,"US$24,823,917.33","1,718,717"
XYZ,Block Inc,0.0338,Industrials,US,"US$24,739,768.44","326,727"
4578,Otsuka Holdings Co Ltd,0.0338,Health Care,JP,"US$24,704,601.42","335,700"
9618,JD.com Inc,0.0337,Consumer Discretionary,HK,"US$24,647,532.79","1,701,961"
SYY,Sysco Corp,0.0336,Consumer Staples,US,"US$24,551,523.36","323,856"
FER,Ferrovial NV,0.0335,Industrials,ES,"US$24,451,336.10","356,954"
AIRB,Air Liquide SA,0.0334,Basic Materials,FR,"US$24,402,765.82","117,428"
HUM,Humana Inc,0.0333,Health Care,US,"US$24,366,102.18","79,779"
3037,Unimicron Technology Corp,0.0333,Technology,TW,"US$24,347,832.60","722,946"
IFC,Intact Financial Corp,0.0333,Financials,CA,"US$24,337,498.92","123,772"
7267,Honda Motor Co Ltd,0.0333,Consumer Discretionary,JP,"US$24,304,807.78","2,663,740"
2345,Accton Technology Corp,0.0332,Telecommunications,TW,"US$24,280,218.99","313,000"
CCL,Carnival Corp Ltd,0.0331,Consumer Discretionary,US,"US$24,210,560.84","862,814"
UOB,United Overseas Bank Ltd,0.033,Financials,SG,"US$24,128,153.06","818,400"
UCB,UCB SA,0.033,Health Care,BE,"US$24,118,337.94","82,113"
PRU,Prudential Financial Inc,0.033,Financials,US,"US$24,103,581.92","239,503"
POLI,Bank Hapoalim BM,0.0328,Financials,IL,"US$23,941,615.69","925,781"
ASSAB,Assa Abloy AB,0.0327,Industrials,SE,"US$23,929,285.13","664,097"
PCG,PG&E Corp,0.0325,Utilities,US,"US$23,731,431.68","1,452,352"
6702,Fujitsu Ltd,0.0324,Technology,JP,"US$23,700,192.22","1,120,200"
4062,Ibiden Co Ltd,0.0324,Technology,JP,"US$23,666,059.43","163,800"
EQT,EQT Corp,0.0324,Energy,US,"US$23,662,965.12","430,784"
GFI,Gold Fields Ltd,0.0324,Basic Materials,ZA,"US$23,659,026.16","597,316"
6367,Daikin Industries Ltd,0.0323,Industrials,JP,"US$23,608,260.57","161,400"
CBOE,Cboe Global Markets Inc,0.0323,Financials,US,"US$23,593,365.92","70,732"
SDZ,Sandoz Group AG,0.0323,Health Care,CH,"US$23,587,118.70","280,942"
FFH,Fairfax Financial Holdings Ltd,0.0322,Financials,CA,"US$23,565,239.23","15,129"
CSL,CSL Ltd,0.0321,Health Care,AU,"US$23,447,691.33","337,324"
105560,KB Financial Group Inc,0.0321,Financials,KR,"US$23,435,538.55","234,511"
AXON,Axon Enterprise Inc,0.032,Industrials,US,"US$23,384,145.36","52,113"
SIKA,Sika AG,0.0319,Industrials,CH,"US$23,334,718.37","118,934"
MLM,Martin Marietta Materials Inc,0.0319,Industrials,US,"US$23,326,090.56","40,104"
ROP,Roper Technologies Inc,0.0318,Technology,US,"US$23,209,637.94","71,298"
WEC,WEC Energy Group Inc,0.0317,Utilities,US,"US$23,169,138.85","208,637"
HIG,Hartford Financial Services Group Inc/The,0.0317,Financials,US,"US$23,154,059.77","182,129"
ZTS,Zoetis Inc,0.0316,Health Care,US,"US$23,090,167.21","297,209"
SUNB,Sunbelt Rentals Holdings Inc,0.0315,Industrials,GB,"US$23,058,135.75","292,812"
DOL,Dollarama Inc,0.0313,Consumer Discretionary,CA,"US$22,861,600.60","178,633"
PETR4,Petroleo Brasileiro SA,0.0311,Energy,BR,"US$22,716,302.24","2,735,800"
NTR,Nutrien Ltd,0.031,Basic Materials,CA,"US$22,682,250.08","330,960"
EBS,Erste Group Bank AG,0.031,Financials,AT,"US$22,670,619.68","188,614"
6701,NEC Corp,0.031,Technology,JP,"US$22,637,508.01","878,300"
8725,MS&AD Insurance Group Holdings Inc,0.0309,Financials,JP,"US$22,597,033.11","839,100"
7182,Japan Post Bank Co Ltd,0.0308,Financials,JP,"US$22,511,970.02","1,167,703"
6146,Disco Corp,0.0308,Technology,JP,"US$22,488,535.71","55,000"
Q,Qnity Electronics Inc,0.0308,Technology,US,"US$22,478,196.00","144,091"
4519,Chugai Pharmaceutical Co Ltd,0.0306,Health Care,JP,"US$22,358,766.25","451,000"
CRWV,Coreweave Inc,0.0306,Technology,US,"US$22,345,982.01","204,017"
TECK/B,Teck Resources Ltd,0.0306,Basic Materials,CA,"US$22,334,924.34","336,514"
TSEM,Tower Semiconductor Ltd,0.0305,Technology,IL,"US$22,326,349.50","77,685"
TCL,Transurban Group,0.0305,Industrials,AU,"US$22,314,544.54","2,070,358"
HBAN,Huntington Bancshares Inc/OH,0.0305,Financials,US,"US$22,270,164.52","1,361,257"
NTAP,NetApp Inc,0.0304,Technology,US,"US$22,251,081.43","127,667"
6971,Kyocera Corp,0.0304,Technology,JP,"US$22,220,835.48","1,015,600"
HAL,Halliburton Co,0.0303,Energy,US,"US$22,181,174.40","570,944"
8630,Sompo Holdings Inc,0.0303,Financials,JP,"US$22,164,254.04","592,200"
IQV,IQVIA Holdings Inc,0.0302,Health Care,US,"US$22,097,882.17","121,277"
MTB,M&T Bank Corp,0.0302,Financials,US,"US$22,074,555.95","102,145"
DELTA/F,Delta Electronics Thailand PCL,0.0301,Technology,TH,"US$21,970,320.85","2,025,564"
KVUE,Kenvue Inc,0.03,Consumer Staples,US,"US$21,937,893.12","1,269,554"
DANSKE,Danske Bank A/S,0.03,Financials,DK,"US$21,913,535.47","415,948"
ALC,Alcon AG,0.0299,Health Care,CH,"US$21,825,255.78","327,316"
8015,Toyota Tsusho Corp,0.0297,Industrials,JP,"US$21,731,616.31","499,200"
PAYX,Paychex Inc,0.0297,Industrials,US,"US$21,707,615.28","223,836"
POW,Power Corp of Canada,0.0296,Financials,CA,"US$21,657,391.69","358,024"
ADS,adidas AG,0.0296,Consumer Discretionary,DE,"US$21,646,817.58","111,344"
PYPL,PayPal Holdings Inc,0.0294,Industrials,US,"US$21,517,276.75","480,833"
ATCOA,Atlas Copco AB,0.0293,Industrials,SE,"US$21,420,458.29","1,114,570"
KMB,Kimberly-Clark Corp,0.0292,Consumer Staples,US,"US$21,362,883.20","218,882"
ACGL,Arch Capital Group Ltd,0.0291,Financials,US,"US$21,284,450.94","238,241"
034020,Doosan Enerbility Co Ltd,0.0287,Industrials,KR,"US$20,995,270.07","299,620"
OTP,OTP Bank Nyrt,0.0286,Financials,HU,"US$20,898,054.39","152,524"
KBC,KBC Group NV,0.0285,Financials,BE,"US$20,848,320.80","156,785"
